index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22,Return Rate
233,406-6180074-2350757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET147,SET147-KR-NP-XL,Set,XL,B089B1J57W,Shipped,1,INR,684.0,BENGALURU,KARNATAKA,560102.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.16
234,406-6180074-2350757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP-XL,Set,XL,B09RKDB8SB,Shipped,1,INR,1115.0,BENGALURU,KARNATAKA,560102.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.02
235,406-2403215-8361103,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET300,SET300-KR-NP-L,Set,L,B09KXTBZ3N,Shipped,1,INR,999.0,BENGALURU,KARNATAKA,560102.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,,0.11
236,404-6578109-5618751,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3384,JNE3384-KR-M,kurta,M,B084KYYXR3,Shipped,1,INR,295.0,BENGALURU,KARNATAKA,560100.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,,0.16
237,407-2307966-4961113,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XL,kurta,XL,B07R4XJNW3,Shipped,1,INR,442.0,UDUPI,KARNATAKA,576104.0,IN,,False,,,0.04
238,404-5539778-0029904,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,MARIANI,ASSAM,785634.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.06
239,171-6222676-0740318,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,Shipped,1,INR,435.0,NEW DELHI,DELHI,110075.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.08
240,403-2166075-2254703,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Shipped,1,INR,563.0,MANGALURU,KARNATAKA,575006.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.04
241,407-5766340-7411567,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-XS,kurta,XS,B09HMY3YLT,Shipped,1,INR,399.0,AHMEDABAD,Gujarat,380022.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,True,,,0.17
242,404-0634392-1837110,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0198,J0198-TP-S,Top,S,B0986XYHCY,Cancelled,0,,,KARANJA,MAHARASHTRA,444105.0,IN,,False,,,0.43
243,408-2759943-9849959,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-XXL,Set,XXL,B09TH61GMF,Shipped,1,INR,1338.0,KOLKATA,WEST BENGAL,700051.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.07
244,403-5977671-8855508,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-XS,Set,XS,B09K3LRR2T,Shipped,1,INR,1115.0,COOCH BEHAR,WEST BENGAL,736101.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,,0.79
245,408-9321153-0591557,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560029.0,IN,,False,,,0.15
246,404-0696150-3898703,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0348,J0348-SET-S,Set,S,B09HNSNWRH,Shipped,1,INR,499.0,PUNE,MAHARASHTRA,411037.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,,0.09
247,406-7586136-6520337,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0399,J0399-DR-M,Western Dress,M,B09SDYL6L2,Shipped,1,INR,791.0,DEHRADUN,UTTARAKHAND,248009.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,,0.0
248,407-6146457-8788352,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Shipped,1,INR,725.0,GAYA,BIHAR,823001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.15
249,404-8514200-3544346,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Cancelled,0,,,BENGALURU,KARNATAKA,560036.0,IN,,False,,,0.57
250,404-7452877-2137949,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-M,kurta,M,B09K3W2LHF,,0,,,BENGALURU,KARNATAKA,560036.0,IN,,False,Easy Ship,,0.58
251,402-2703790-2816329,04-30-22,Cancelled,Merchant,Amazon.in,Standard,J0285,J0285-SKD-M,Set,M,B08QGNW2H8,,0,INR,1278.57,JHARIA KHAS,JHARKHAND,828111.0,IN,,False,Easy Ship,,0.52
252,407-1515930-8661921,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET322,SET322-KR-SHA-XL,Set,XL,B09RKHL9H2,Shipped,1,INR,1099.0,KOLKATA,WEST BENGAL,700070.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.06
253,405-9144614-1601126,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,Shipped,1,INR,533.0,Secunderabad,TELANGANA,500010.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,,0.1
254,407-0994909-4122733,04-30-22,Shipped,Amazon,Amazon.in,Expedited,PJ0096,PJ0096-KR-N-5XL,kurta,5XL,B09LD3ZZ2N,Shipped,1,INR,696.0,UDAIPUR,RAJASTHAN,313001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.14
255,402-7042386-5486768,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-M,kurta,M,B08B3VSTFG,Shipped,1,INR,363.0,COIMBATORE,TAMIL NADU,641030.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.11
256,403-7652993-1507525,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET383,SET383-KR-NP-L,Set,L,B09K3PDMBM,Shipped,1,INR,631.0,BHUBANESWAR,ODISHA,751006.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.0
257,407-3847456-6656309,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0002,J0002-SKD-XXXL,Set,3XL,B0894YJC25,Shipped,1,INR,1115.0,BHAGALPUR,BIHAR,812003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.11
258,407-3847456-6656309,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XXXL,Set,3XL,B09QJ3WT3H,Shipped,1,INR,968.0,BHAGALPUR,BIHAR,812003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.2
259,171-7623384-8040337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486.0,NAGPUR,MAHARASHTRA,440036.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.06
260,171-7623384-8040337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597.0,NAGPUR,MAHARASHTRA,440036.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.15
261,171-4607096-6413920,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET184,SET184-KR-PP-XXXL,Set,3XL,B08W98B8ZN,Shipped,1,INR,563.0,NAGPUR,MAHARASHTRA,440036.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,,0.15
262,404-6783988-2006729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,CHENNAI,TAMIL NADU,600096.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.04
263,404-6975277-1927553,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XXL,kurta,XXL,B098133PV5,Shipped,1,INR,458.0,BERHAMPORE,WEST BENGAL,742103.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,,0.03
264,402-5586272-3646748,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-S,Set,S,B0894XGJ83,Shipped,1,INR,1065.0,Dehradun,UTTARAKHAND,248001.0,IN,,False,,,0.03
265,171-6655820-6440356,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XXL,Set,XXL,B0894WT71H,Shipped,2,INR,2130.0,MUMBAI,MAHARASHTRA,400101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.17
266,171-1584788-8864335,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXL,Set,XXL,B08CMRGFFJ,Shipped,1,INR,1099.0,MUMBAI,MAHARASHTRA,400101.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,,0.15
267,402-0150402-0900371,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0208,J0208-DR-S,Western Dress,S,B0967PHLMJ,Shipped,1,INR,721.0,SEONI,MADHYA PRADESH,480661.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.02
268,408-6791822-5493964,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XL,Set,XL,B09QJ57BL6,Shipped,1,INR,968.0,Agra,UTTAR PRADESH,282002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.15
269,405-0483874-0889137,04-30-22,Shipped,Amazon,Amazon.in,Expedited,NW001,NW001-TP-PJ-XXL,Set,XXL,B0922V99HN,Shipped,1,INR,563.0,LUCKNOW,UTTAR PRADESH,226029.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.03
270,407-5600921-2143569,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-S,Set,S,B09K3JVNR1,,0,INR,995.54,BENGALURU,KARNATAKA,560067.0,IN,,False,Easy Ship,,0.47
271,404-1607808-0769930,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-XL,Set,XL,B0983DQLBQ,Cancelled,0,,,PATNA,BIHAR,800001.0,IN,,False,,,0.33
272,407-5124083-2725136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET004,SET004-KR-SP-A-S,Set,S,B07K5BDG1D,Shipped,1,INR,682.0,GHAZIABAD,UTTAR PRADESH,201012.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.14
273,407-4766116-5412325,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,Nermand,HIMACHAL PRADESH,172023.0,IN,,False,,,0.02
274,402-6885004-6990731,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626.0,CHENNAI,TAMIL NADU,600010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.17
275,402-2207276-9869933,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,Shipped,1,INR,1140.0,KAMAREDDY,TELANGANA,503111.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.14
276,407-9494293-9423561,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-M,kurta,M,B08BFV1DVW,Shipped,1,INR,486.0,SRINAGAR,JAMMU & KASHMIR,190015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.17
277,171-6867266-8495534,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,597.0,BENGALURU,KARNATAKA,560042.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,0.2
